0,-118.2841978,34.01721748
0,-118.283763,34.01743758
0,-118.2848656,34.01845957
0,-118.2842223,34.01873764
0,-118.2857096,34.01893283
0,-118.2866073,34.01903025
0,-118.2809623,34.01909807
0,-118.2825509,34.01917246
0,-118.2846388,34.01928617
0,-118.2809605,34.01946048
0,-118.2854559,34.0197911
0,-118.2875079,34.01979494
0,-118.2806023,34.01996079
0,-118.2872788,34.02017019
0,-118.2882988,34.02042248
0,-118.2826413,34.02086873
0,-118.2820484,34.02093711
0,-118.289473,34.02110094
0,-118.2868302,34.02159736
0,-118.2807121,34.02161554
0,-118.2868323,34.02205519
0,-118.2821646,34.02249442
0,-118.2876019,34.02280031
0,-118.2839181,34.02283137
0,-118.2792447,34.02302982
0,-118.2873967,34.02309796
0,-118.2885811,34.02311659
0,-118.2806025,34.02317156
0,-118.2889996,34.02324623
0,-118.2826415,34.02347869
0,-118.2794233,34.0237107
0,-118.2899158,34.02427948
0,-118.281972,34.02447825
0,-118.2805651,34.02487037
0,-118.2888256,34.02564087
0,-118.2829909,34.02567119
0,-118.2845003,34.02592355
0,-118.2833956,34.02717732
0,-118.2857271,34.0276232
1,-118.2883559,34.01818476
1,-118.2817045,34.01845848
1,-118.2858593,34.01846195
1,-118.2862096,34.01857377
1,-118.2844726,34.01864416
1,-118.2811801,34.01879219
1,-118.2880243,34.01890883
1,-118.2814361,34.01912552
1,-118.2849047,34.01940083
1,-118.2855626,34.01995006
1,-118.2904038,34.02031097
1,-118.2907412,34.02033379
1,-118.2885602,34.02079226
1,-118.2856815,34.02134176
1,-118.2838166,34.0213518
1,-118.2818878,34.0214535
1,-118.291023,34.02166575
1,-118.2787405,34.02189212
1,-118.2869935,34.02217596
1,-118.2806715,34.02240758
1,-118.2825492,34.0226131
1,-118.2811871,34.02344573
1,-118.2852852,34.0234598
1,-118.2800786,34.02348355
1,-118.2907111,34.02350809
1,-118.2812196,34.02394923
1,-118.2863279,34.02412954
1,-118.2802078,34.02449974
1,-118.2796977,34.02476562
1,-118.2900334,34.02517876
1,-118.2847253,34.02522997
1,-118.2870754,34.02591158
1,-118.2868277,34.02597319
1,-118.2875286,34.02601206
1,-118.2863846,34.02652335
2,-118.2874049,34.01736908
2,-118.2809263,34.01854388
2,-118.2828834,34.01857653
2,-118.289774,34.01929111
2,-118.2817448,34.01932367
2,-118.284546,34.01947018
2,-118.2883851,34.01997784
2,-118.2814493,34.02016881
2,-118.2893223,34.0205084
2,-118.284065,34.02101906
2,-118.2816515,34.02105251
2,-118.2880525,34.02162183
2,-118.2886261,34.0219969
2,-118.2868818,34.02200833
2,-118.279841,34.02210713
2,-118.2787192,34.02226466
2,-118.2793005,34.02234042
2,-118.290763,34.02258788
